Schlüssel;Identnummer;Detailnetzsegment;Straßenbezeichnung;Straßenname;Bezirk;Ortsteil;RVA-Typ;Typ;Länge [m];Benutzungspflicht
1006;02-000038;49530037_49530029.01;B96a;Warschauer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Geh-/Radweg, durch Markierung unterschieden;241,00;ja
1007;02-000039;49530030_49530037.01;B96a;Warschauer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Geh-/Radweg, baulich unterschieden;240,00;ja
1008;02-000040;49530030_49530037.01;B96a;Warschauer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Geh-/Radweg, durch Markierung unterschieden;64,00;ja
1009;02-000043;49530029_49530033.01;B96a;Warschauer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Radfahrerfurt Z 340;25,00;ja
1010;02-000044;50540013_50540031.01;B96a;Warschauer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Radfahrerfurt Z 340;32,00;ja
1011;02-000045;50540013_50540031.01;B96a;Warschauer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;107,00;ja
1013;02-000047;50530008_50530060.01;-;Modersohnstraße;Friedrichshain-Kreuzberg;Friedrichshain;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;33,00;ja
1014;02-000048;50530008_50530060.01;-;Modersohnstraße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Radfahrerfurt Z 340;15,00;ja
1015;02-000049;50530060_50530063.02;-;Modersohnstraße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Geh-/Radweg, baulich unterschieden;195,00;nein
1016;02-000050;50530063_50530064.01;-;Modersohnstraße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Geh-/Radweg, durch Markierung unterschieden;85,00;nein
1017;09-000823;57400039_57410059.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;402,00;nein
1018;09-000824;57400047_57400039.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;16,00;nein
1019;09-000825;57400047_57400039.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;117,00;nein
1020;09-000826;57400032_57400047.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;10,00;nein
1021;09-000827;57400032_57400047.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;112,00;nein
1022;09-000828;57400032_57400047.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;14,00;nein
1023;09-000829;57400025_57400032.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;115,00;nein
1024;09-000830;57400025_57400032.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;114,00;nein
1025;09-000831;57400025_57400032.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;12,00;nein
1026;09-000832;57400032_57400047.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;117,00;nein
1027;09-000833;57400047_57400039.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;13,00;nein
1028;09-000834;57400047_57400039.02;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;118,00;nein
1029;09-000835;57400039_57410059.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;158,00;nein
1030;09-000836;57400039_57410059.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;10,00;nein
1031;09-000837;57410059_58410034.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;175,00;nein
1032;09-000838;57410059_58410034.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;11,00;nein
1033;09-000839;58410047_58410005.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;139,00;nein
1034;09-000840;58410047_58410005.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;11,00;nein
1035;09-000841;58410005_58410023.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;95,00;nein
1036;09-000842;58410005_58410023.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Radfahrerfurt Z 340;13,00;nein
1037;09-000843;58410023_57410060.01;-;Waltersdorfer Straße;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, baulich unterschieden;147,00;nein
1038;11-000356;55600007_55600008.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Geh-/Radweg, durch Markierung unterschieden;85,00;ja
1039;11-000357;55600007_55600008.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Gehweg, mit Radverkehr frei;73,00;ja
1040;11-000358;55600002_55600004.01;-;Dorfstraße;Lichtenberg;Falkenberg;Radwege;Gehweg, mit Radverkehr frei;625,00;nein
1041;11-000359;55600004_56600009.01;-;Dorfstraße;Lichtenberg;Falkenberg;Radwege;Geh-/Radweg, baulich unterschieden;291,00;nein
1042;11-000360;56600010_56600007.01;-;Dorfstraße;Lichtenberg;Falkenberg;Radwege;Gehweg, mit Radverkehr frei;191,00;nein
1043;11-000361;56600010_56600007.01;-;Dorfstraße;Lichtenberg;Falkenberg;Radwege;Radfahrerfurt Z 340;43,00;nein
1044;11-000362;56600007_56600008.02;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radwege;Radweg, baulich getrennt;27,00;ja
1045;11-000363;56600007_56600008.02;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radwege;Geh-/Radweg, baulich unterschieden;225,00;ja
1046;11-000364;56600008_57600029.02;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radwege;Radfahrerfurt Z 340;53,00;ja
1047;11-000365;57600029_57600072.02;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;751,00;ja
1048;11-000366;57600070_57600061.01;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radwege;Radfahrerfurt Z 340;25,00;ja
1070;03-000345;46640001_47640014.01;-;Rosenthaler Weg;Pankow;Blankenfelde;Radwege;Radfahrerfurt Z 340;17,00;nein
1049;11-000367;57600070_57600061.01;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;162,00;ja
1050;11-000368;57600070_57600061.01;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radwege;Radfahrerfurt Z 340;12,00;ja
1051;11-000369;57600070_57600061.01;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;73,00;ja
1052;11-000370;57600070_57600061.01;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radwege;Radfahrerfurt Z 340;26,00;ja
1053;02-000097;49540041_49540040.01;-;Rüdersdorfer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Radfahrerfurt Z 340;21,00;ja
1054;02-000098;49540014_49540041.01;-;Rüdersdorfer Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;65,00;ja
1055;09-000860;57410006_57410017.01;-;Buntzelstraße;Treptow-Köpenick;Bohnsdorf;Radwege;Gehweg, mit Radverkehr frei;183,00;nein
1056;11-000372;54600032_54600050.01;-;Vincent-van-Gogh-Straße;Lichtenberg;Neu-Hohenschönhausen;Radwege;Geh-/Radweg, durch Markierung unterschieden;66,00;ja
1057;11-000371;57600061_57600001.01;-;Ahrensfelder Chaussee;Lichtenberg;Falkenberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;127,00;ja
1058;11-000373;54600032_54600050.01;-;Vincent-van-Gogh-Straße;Lichtenberg;Neu-Hohenschönhausen;Radwege;Radfahrerfurt Z 340;20,00;ja
1060;12-000004;43650040_43650018.02;-;Quickborner Straße;Reinickendorf;Lübars;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;562,00;nein
1061;12-000005;43650040_43650018.02;-;Quickborner Straße;Reinickendorf;Lübars;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;553,00;nein
1062;12-000006;43650018_44650013.01;-;Quickborner Straße;Reinickendorf;Lübars;Radwege;Radfahrerfurt Z 340;20,00;ja
1063;12-000007;43650018_44650013.01;-;Quickborner Straße;Reinickendorf;Lübars;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;637,00;ja
1064;12-000008;44650013_44640003.01;-;Quickborner Straße;Reinickendorf;Lübars;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;21,00;ja
1065;03-000323;45630049_45630067.01;-;Kastanienallee;Pankow;Rosenthal;Radwege;Gehweg, mit Radverkehr frei;424,00;nein
1066;03-000338;46640001_47640014.01;-;Rosenthaler Weg;Pankow;Blankenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;5,00;nein
1067;03-000339;46640001_47640014.01;-;Rosenthaler Weg;Pankow;Blankenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
1068;03-000341;46640001_46640011.01;B96a;Dietzgenstraße;Pankow;Rosenthal;Radwege;Radfahrerfurt Z 340;19,00;ja
1069;03-000342;46650002_46640001.01;B96a;Blankenfelder Chaussee;Pankow;Blankenfelde;Radwege;Radfahrerfurt Z 340;16,00;ja
1071;03-000352;46650002_46640001.01;B96a;Blankenfelder Chaussee;Pankow;Blankenfelde;Radwege;Geh-/Radweg, ohne Trennung;1430,00;ja
1072;03-000353;46660002_46650002.01;B96a;Blankenfelder Chaussee;Pankow;Blankenfelde;Radwege;Radfahrerfurt Z 340;36,00;ja
1073;03-000357;46660002_46650002.01;B96a;Blankenfelder Chaussee;Pankow;Blankenfelde;Radwege;Geh-/Radweg, baulich unterschieden;23,00;ja
1074;03-000359;46660002_46650002.01;B96a;Blankenfelder Chaussee;Pankow;Blankenfelde;Radwege;Geh-/Radweg, ohne Trennung;393,00;ja
1075;03-000361;46660002_46650002.01;B96a;Blankenfelder Chaussee;Pankow;Blankenfelde;Radwege;Geh-/Radweg, baulich unterschieden;35,00;ja
1076;03-000364;45660005_46660002.02;B96a;Schildower Straße;Pankow;Blankenfelde;Radwege;Radfahrerfurt Z 340;29,00;ja
1077;03-000371;45660009_45660005.02;B96a;Schildower Straße;Pankow;Blankenfelde;Radwege;Geh-/Radweg, ohne Trennung;935,00;ja
1078;11-000393;55600007_55600008.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Radfahrerfurt Z 340;38,00;ja
1079;11-000394;55600010_55600007.02;-;Welsestraße;Lichtenberg;Neu-Hohenschönhausen;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
1080;11-000395;55600007_55600008.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Radfahrerfurt Z 340;37,00;ja
1081;11-000396;55600010_55600007.02;-;Welsestraße;Lichtenberg;Neu-Hohenschönhausen;Radwege;Geh-/Radweg, baulich unterschieden;18,00;nein
1082;11-000397;54600032_55600007.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Geh-/Radweg, durch Markierung unterschieden;41,00;ja
1133;03-000302;49560011_49560012.01;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;40,00;ja
1083;11-000398;54600032_55600007.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Radweg, baulich getrennt;224,00;ja
1084;11-000399;54600032_55600007.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Geh-/Radweg, durch Markierung unterschieden;109,00;ja
1085;09-000743;57450007_57450006.01;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Geh-/Radweg, baulich unterschieden;96,00;nein
1086;09-000744;57450006_57450005.03;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;23,00;nein
1087;09-000745;57450006_57450005.03;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;22,00;nein
1088;09-000746;57450008_57450007.01;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Geh-/Radweg, baulich unterschieden;68,00;nein
1089;09-000747;57450003_57450008.01;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;42,00;nein
1090;09-000748;57450009_57450010.03;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Geh-/Radweg, baulich unterschieden;61,00;nein
1091;09-000749;57460005_57450003.01;-;Spindlersfelder Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;29,00;nein
1092;09-000751;56460010_56460004.02;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Radfahrerfurt Z 340;12,00;nein
1093;09-000752;56460010_56460004.02;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Geh-/Radweg, durch Markierung unterschieden;194,00;nein
1094;09-000753;56460004_56460008.01;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Radweg, baulich getrennt;39,00;ja
1095;09-000754;56460008_57460041.01;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Radfahrerfurt Z 340;14,00;ja
1096;09-000755;56460008_57460041.01;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Geh-/Radweg, baulich unterschieden;72,00;ja
1097;09-000756;57460041_57460042.01;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Radfahrerfurt Z 340;61,00;nein
1098;09-000757;57460042_57470006.01;-;Spindlersfelder Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;50,00;nein
1099;09-000758;56460008_57460041.01;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Radfahrerfurt Z 340;53,00;ja
1100;09-000759;57460042_57460027.01;-;Oberspreestraße;Treptow-Köpenick;Köpenick;Radwege;Geh-/Radweg, baulich unterschieden;38,00;ja
1101;09-000760;56460004_56460008.01;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Geh-/Radweg, baulich unterschieden;111,00;ja
1102;09-000761;56460004_56460008.01;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Radfahrerfurt Z 340;11,00;ja
1103;09-000762;56460010_56460004.02;-;Oberspreestraße;Treptow-Köpenick;Adlershof;Radwege;Geh-/Radweg, baulich unterschieden;22,00;nein
1104;09-000763;57450006_57450005.03;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Geh-/Radweg, baulich unterschieden;116,00;nein
1105;09-000764;57450005_57450004.03;-;Glienicker Straße;Treptow-Köpenick;Köpenick;Radwege;Geh-/Radweg, baulich unterschieden;138,00;nein
1106;03-000398;52670001_53670018.01;-;Wiltbergstraße;Pankow;Buch;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;27,00;ja
1107;03-000399;53670017_53670009.02;-;Wiltbergstraße;Pankow;Buch;Radwege;Geh-/Radweg, ohne Trennung;102,00;ja
1108;03-000400;53660013_53670010.01;-;Karower Chaussee;Pankow;Buch;Radwege;Radfahrerfurt Z 340;25,00;nein
1134;03-000303;49560011_49560012.01;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;35,00;ja
1109;03-000401;53660014_53660013.01;-;Karower Chaussee;Pankow;Buch;Radwege;Geh-/Radweg, ohne Trennung;576,00;ja
1110;03-000402;53660014_53660013.01;-;Karower Chaussee;Pankow;Buch;Radwege;Radfahrerfurt Z 340;22,00;ja
1111;03-000403;52660031_52660032.01;-;Karower Chaussee;Pankow;Karow;Radwege;Geh-/Radweg, ohne Trennung;702,00;nein
1112;03-000404;52660031_52660032.01;-;Karower Chaussee;Pankow;Karow;Radwege;Radfahrerfurt Z 340;9,00;nein
1113;03-000405;52660031_52660032.01;-;Karower Chaussee;Pankow;Karow;Radwege;Geh-/Radweg, baulich unterschieden;107,00;nein
1114;03-000406;52660031_52660032.01;-;Karower Chaussee;Pankow;Karow;Radwege;Radfahrerfurt Z 340;7,00;nein
1115;03-000407;53660014_53660013.01;-;Karower Chaussee;Pankow;Buch;Radwege;Geh-/Radweg, baulich unterschieden;794,00;ja
1116;03-000408;52660013_52660014.01;-;Röländer Straße;Pankow;Karow;Radwege;Geh-/Radweg, baulich unterschieden;101,00;nein
1117;03-000409;52660013_52660014.01;-;Röländer Straße;Pankow;Karow;Radwege;Radfahrerfurt Z 340;11,00;nein
1118;03-000410;52660014_52660010.01;-;Röländer Straße;Pankow;Karow;Radwege;Geh-/Radweg, baulich unterschieden;138,00;nein
1119;03-000411;52660010_52660011.01;-;Achillesstraße;Pankow;Karow;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;28,00;nein
1120;03-000412;52660014_52660010.01;-;Röländer Straße;Pankow;Karow;Radwege;Radfahrerfurt Z 340;54,00;nein
1121;03-000413;52660013_52660014.01;-;Röländer Straße;Pankow;Karow;Radwege;Geh-/Radweg, baulich unterschieden;262,00;nein
1122;03-000416;52670002_52670001.01;-;Wiltbergstraße;Pankow;Buch;Radwege;Radfahrerfurt Z 340;12,00;nein
1123;03-000417;49650013_50650006.01;-;Pankgrafenstraße;Pankow;Französisch Buchholz;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;nein
1124;03-000418;49650012_49650013.01;-;Bucher Straße;Pankow;Französisch Buchholz;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
1125;03-000419;49620003_50620001.01;-;Bahnhofstraße;Pankow;Blankenburg;Radwege;Radfahrerfurt Z 340;16,00;nein
1126;03-000420;49620002_49620003.01;-;Bahnhofstraße;Pankow;Blankenburg;Radwege;Geh-/Radweg, baulich unterschieden;89,00;nein
1127;03-000421;49620002_49620003.01;-;Bahnhofstraße;Pankow;Blankenburg;Radwege;Radfahrerfurt Z 340;9,00;nein
1128;03-000422;49630054_49620010.01;-;Bahnhofstraße;Pankow;Französisch Buchholz;Radwege;Geh-/Radweg, baulich unterschieden;411,00;nein
1129;03-000513;48660010_48660011.01;B109;Schönerlinder Straße;Pankow;Französisch Buchholz;Radwege;Gehweg, mit Radverkehr frei;739,00;nein
1130;03-000514;48620013_48620014.01;-;Blankenburger Weg;Pankow;Französisch Buchholz;Radwege;Geh-/Radweg, baulich unterschieden;78,00;nein
1131;09-000857;57420005_58420001.02;-;Advokatensteig;Treptow-Köpenick;Bohnsdorf;Radwege;Geh-/Radweg, ohne Trennung;35,00;ja
1132;09-000859;57410023_57410006.02;-;Buntzelstraße;Treptow-Köpenick;Bohnsdorf;Radwege;Gehweg, mit Radverkehr frei;65,00;nein
1135;03-000304;49560012_50570005.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;10,00;ja
1136;03-000305;49560012_50570005.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;39,00;ja
1137;03-000306;49560012_50570005.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;52,00;ja
1138;03-000307;49560012_50570005.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;18,00;ja
1139;03-000308;49560012_50570005.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;155,00;ja
1140;03-000309;49560012_50570005.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;16,00;ja
1141;03-000310;50570005_50570006.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;41,00;ja
1142;03-000311;50570005_50570006.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;100,00;ja
1143;03-000312;50570005_50570006.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;11,00;ja
1144;03-000313;50570006_50570004.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;115,00;ja
1164;03-000372;45660009_45660005.02;B96a;Schildower Straße;Pankow;Blankenfelde;Radwege;Radfahrerfurt Z 340;10,00;ja
1145;03-000314;50570006_50570004.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;22,00;ja
1146;03-000315;50570006_50570004.02;-;Kniprodestraße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;32,00;ja
1147;03-000321;49570011_49570016.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;ja
1148;03-000322;49570011_49570016.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;56,00;ja
1149;03-000324;49570011_49570016.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;129,00;ja
1150;03-000325;49570016_49580005.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;36,00;nein
1151;03-000326;49570016_49580005.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;136,00;nein
1152;03-000327;49570016_49580005.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;44,00;nein
1153;03-000328;49570016_49580005.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;19,00;nein
1154;03-000329;49580005_48580022.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;84,00;ja
1155;03-000330;49580005_48580022.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;5,00;ja
1156;03-000331;49580005_48580022.02;-;Ostseestraße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;6,00;ja
1157;03-000550;53670014_53680020.01;-;Röntgentaler Weg;Pankow;Buch;Radwege;Geh-/Radweg, ohne Trennung;31,00;ja
1158;03-000559;50620006_50620002.01;-;Heinersdorfer Straße;Pankow;Blankenburg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;23,00;nein
1159;08-000052;53420015_53420051.01;-;Waltersdorfer Chaussee;Neukölln;Rudow;Radwege;Radweg, baulich getrennt;48,00;nein
1160;09-000864;55430033_55430034.01;-;Grünauer Straße;Treptow-Köpenick;Altglienicke;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;20,00;nein
1208;11-000428;54600031_54600048.01;-;Pablo-Picasso-Straße;Lichtenberg;Neu-Hohenschönhausen;Radwege;Radfahrerfurt Z 340;19,00;ja
1161;09-000865;55430018_55430017.01;-;Schönefelder Chaussee;Treptow-Köpenick;Altglienicke;Radwege;Geh-/Radweg, baulich unterschieden;144,00;nein
1162;11-000401;53590003_54600028.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Geh-/Radweg, baulich unterschieden;21,00;ja
1163;11-000402;54600030_54600031.01;-;Falkenberger Chaussee;Lichtenberg;Neu-Hohenschönhausen;Radwege;Geh-/Radweg, durch Markierung unterschieden;326,00;ja
1165;03-000373;45670022_45670029.02;B96a;Schildower Straße;Pankow;Blankenfelde;Radwege;Geh-/Radweg, ohne Trennung;467,00;ja
1166;03-000374;45670022_45670029.02;B96a;Schildower Straße;Pankow;Blankenfelde;Radwege;Radfahrerfurt Z 340;10,00;ja
